0,Published,Link,Title,Snippet
0,2020-08-02T10:32:58+00:00,https://www.alternet.org/2020/08/defeating-donald-trump-might-be-the-easy-part-uprooting-the-toxic-movement-he-represents-could-take-decades/,Defeating Donald Trump might be the easy part. Uprooting the toxic movement he represents could take decades,
1,2020-08-01T14:27:34+00:00,https://www.alternet.org/2020/08/mitch-mcconnell-gives-gop-candidates-permission-to-dump-trump/,Mitch McConnell gives GOP candidates permission to dump Trump,
2,2020-08-01T14:11:33+00:00,https://www.alternet.org/2020/08/noam-chomsky-we-are-racing-madly-towards-total-catastrophe-under-the-leadership-of-sociopathic-fanatics/,Noam Chomsky: We are racing madly towards total catastrophe under the leadership of sociopathic fanatics,
3,2020-08-01T13:15:19+00:00,https://www.alternet.org/2020/08/lt-col-vindman-accuses-trump-of-bullying-and-intimidation-in-scathing-wapo-op-ed/,Lt. Col. Vindman accuses Trump of ‘bullying and intimidation’ in scathing WaPo op-ed,
4,2020-08-01T13:06:26+00:00,https://www.alternet.org/2020/08/ivanka-and-jareds-friday-night-news-dump-was-because-they-have-tons-of-conflicts-of-interest-report/,Ivanka and Jared’s Friday night news dump was because they have ‘tons of conflicts of interest’: report,
5,2020-08-01T13:04:44+00:00,https://www.alternet.org/2020/08/the-nypd-unions-didnt-want-you-to-see-these-complaint-files/,The NYPD unions didn’t want you to see these complaint files,
6,2020-08-01T12:55:05+00:00,https://www.alternet.org/2020/08/trump-and-kushner-must-be-prosecuted-for-crimes-against-humanity/,Trump and Kushner must be prosecuted for crimes against humanity,
7,2020-08-01T12:52:25+00:00,https://www.alternet.org/2020/08/everything-awful-we-suspected-about-donald-trump-has-come-true/,Everything awful we suspected about Donald Trump has come true,
8,2020-08-01T00:01:25+00:00,https://www.alternet.org/2020/08/trumps-tanking-in-the-polls-and-he-thinks-the-problem-is-his-message/,Trump’s tanking in the polls — and he thinks the problem is his message,
9,2020-07-31T23:26:16+00:00,https://www.alternet.org/2020/07/why-the-idea-of-jobless-benefits-scares-the-conservative-mind/,Why the idea of jobless benefits scares the conservative mind,
0,2020-07-31T22:47:39+00:00,https://www.alternet.org/2020/07/devin-nunes-refuses-to-come-clean-about-reports-of-his-shady-dealings-with-a-foreign-disinformation-plot/,Devin Nunes refuses to come clean about reports of his shady dealings with a ‘foreign disinformation plot’,
1,2020-07-31T22:31:29+00:00,https://www.alternet.org/2020/07/trumps-own-lawyers-debunk-his-mail-in-voting-lie/,Trump’s own lawyers debunk his mail-in voting lie,
2,2020-07-31T22:13:47+00:00,https://www.alternet.org/2020/07/5-key-takeaways-from-dr-faucis-hopeful-but-cautious-testimony-about-19/,5 key takeaways from Dr. Fauci’s hopeful — but cautious — testimony about COVID-19,
3,2020-07-31T21:41:55+00:00,https://www.alternet.org/2020/07/watch-fauci-laughs-as-republican-jim-jordan-attempts-to-get-him-to-call-for-banning-protests/,Watch: Fauci laughs as Republican Jim Jordan attempts to get him to call for banning protests,
4,2020-07-31T21:24:28+00:00,https://www.alternet.org/2020/07/obama-got-in-some-good-trouble-for-his-john-lewis-eulogy/,Obama got in some good trouble for his John Lewis eulogy,
5,2020-07-31T20:26:31+00:00,https://www.alternet.org/2020/07/a-florida-17-year-old-has-been-charged-in-the-massive-twitter-breach-targeting-of-politicians-and-celebrities/,A Florida 17-year-old has been charged in the massive Twitter breach targeting of politicians and celebrities,
6,2020-07-31T19:56:58+00:00,https://www.alternet.org/2020/07/nyc-mayors-staffers-are-fleeing-as-he-gets-slammed-for-letting-the-cops-run-over-him-and-the-entire-city/,NYC mayor’s staffers are fleeing as he gets slammed for ‘letting the cops run over him and the entire city’,
7,2020-07-31T19:41:37+00:00,https://www.alternet.org/2020/07/jared-kushner-called-on-to-resign-after-damning-report-reveals-his-depravity/,Jared Kushner called on to resign after damning report reveals his ‘depravity’,
8,2020-07-31T19:17:58+00:00,https://www.alternet.org/2020/07/a-failed-president-paul-krugman-lambasts-trump-as-the-quintessential-horrible-boss/,‘A failed president’: Paul Krugman lambasts Trump as the quintessential ‘horrible boss’,
9,2020-07-31T18:50:46+00:00,https://www.alternet.org/2020/07/trumps-withdrawal-from-who-a-cover-up-for-his-abject-failures/,Trump’s withdrawal from WHO: A cover-up for his abject failures,
0,2020-07-31T18:09:41+00:00,https://www.alternet.org/2020/07/a-year-of-dark-magical-thinking-trumps-petty-revenge-fantasies-have-ed-thousands/,A year of dark magical thinking: Trump’s petty revenge fantasies have killed thousands,
1,2020-07-31T17:32:17+00:00,https://www.alternet.org/2020/07/heres-the-key-to-a-real-democratic-landslide-in-november/,Here’s the key to a real Democratic landslide in November,
2,2020-07-31T17:21:53+00:00,https://www.alternet.org/2020/07/a-writer-details-the-striking-parallels-between-herman-cain-and-trumps-political-personas/,A writer details the striking parallels between Herman Cain and Trump’s political personas,
3,2020-07-31T16:53:29+00:00,https://www.alternet.org/2020/07/the-senate-just-pushed-the-country-off-a-cliff-and-then-headed-for-the-hills/,The Senate just pushed the country off a cliff — and then headed for the hills,
4,2020-07-31T16:00:11+00:00,https://www.alternet.org/2020/07/heres-how-trumps-racist-outreach-to-white-suburban-voters-could-backfire-big-time/,Here’s how Trump’s racist outreach to white suburban voters could backfire big time,
5,2020-07-31T14:13:39+00:00,https://www.alternet.org/2020/07/heres-why-jared-kushners-plan-for-widespread-19-testing-just-went-poof-into-thin-air/,Here’s why Jared Kushner’s plan for widespread COVID-19 testing ‘just went poof into thin air’,
6,2020-07-31T13:16:40+00:00,https://www.alternet.org/2020/07/flashback-a-2004-video-shows-trump-struggling-to-vote-in-person-and-threatening-to-fill-out-the-absentee-ballot/,Flashback: A 2004 video shows Trump struggling to vote in person and threatening to ‘fill out the absentee ballot’,
7,2020-07-31T12:41:03+00:00,https://www.alternet.org/2020/07/former-rnc-chairman-michael-steele-schools-trump-on-the-fact-that-absentee-voting-and-voting-by-mail-are-the-same-thing/,Former RNC Chairman Michael Steele schools Trump on the fact that absentee voting and voting by mail ‘are the same thing’,
8,2020-07-31T12:08:55+00:00,https://www.alternet.org/2020/07/noam-chomsky-decades-of-the-neoliberal-plague-left-us-unprepared-for-19/,Noam Chomsky: Decades of ‘the Neoliberal plague’ left US unprepared for COVID-19,
9,2020-07-31T12:02:28+00:00,https://www.alternet.org/2020/07/my-flag-has-50-stars-black-woman-tells-beachgoers-displaying-confederate-flag/,"‘My flag has 50 stars,’ Black woman tells beachgoers displaying Confederate flag",
0,2020-07-31T11:59:39+00:00,https://www.alternet.org/2020/07/has-trump-finally-crossed-the-line-with-congressional-republicans/,Has Trump finally crossed the line with Congressional Republicans?,
1,2020-07-31T11:49:06+00:00,https://www.alternet.org/2020/07/bill-barr-has-done-this-before/,Bill Barr has done this before,
2,2020-07-31T11:45:30+00:00,https://www.alternet.org/2020/07/trump-on-the-couch-author-bully-president-is-a-psychotic-who-hates-anyone-who-is-loved/,‘Trump on the Couch’ author: ‘Bully’ president is a ‘psychotic’ who hates anyone who is loved,
3,2020-07-31T11:38:03+00:00,https://www.alternet.org/2020/07/19-on-the-strip-las-vegas-workers-are-forced-to-gamble-with-their-lives/,COVID-19 on The Strip: Las Vegas workers are forced to gamble with their lives,
4,2020-07-31T11:17:38+00:00,https://www.alternet.org/2020/07/trumps-ridiculous-phone-call-with-a-republican-senator-was-recorded-and-given-to-the-new-york-times/,Trump’s ridiculous phone call with a Republican senator was recorded — and given to The New York Times,
5,2020-07-31T11:14:30+00:00,https://www.alternet.org/2020/07/watch-new-lincoln-project-video-imagines-a-republican-waking-up-after-a-three-year-coma/,Watch: New Lincoln Project video imagines a Republican waking up after a three-year coma,
6,2020-07-31T11:11:40+00:00,https://www.alternet.org/2020/07/right-wing-nonprofits-hit-with-criminal-complaint-on-tax-violations-and-self-dealing/,Right-wing nonprofits hit with criminal complaint on tax violations and self-dealing,
7,2020-07-31T01:30:58+00:00,https://www.alternet.org/2020/07/trump-just-gave-away-the-game-on-his-november-plan-to-manipulate-the-election-results/,Trump just gave away the game on his November plan to manipulate the election results,
8,2020-07-31T00:15:36+00:00,https://www.alternet.org/2020/07/alabama-state-lawmaker-resigns-as-pastor-after-attending-party-for-kkk-leader/,Alabama state lawmaker resigns as pastor after attending party for KKK leader,
9,2020-07-30T23:45:08+00:00,https://www.alternet.org/2020/07/whats-behind-the-extreme-charges-for-3-nonviolent-protesters-in-salt-lake-city/,What’s behind the extreme charges for 3 nonviolent protesters in Salt Lake City?,
0,2020-07-30T23:28:51+00:00,https://www.alternet.org/2020/07/its-medicare-and-medicaids-55th-birthday-lets-expand-benefits-not-cut-them/,It’s Medicare and Medicaid’s 55th birthday: Let’s expand benefits — not cut them,
1,2020-07-30T23:03:26+00:00,https://www.alternet.org/2020/07/the-constitution-isnt-a-pact-but-one-more-trump-appointment-could-change-that/,The Constitution isn’t a suicide pact — but one more Trump appointment could change that,
2,2020-07-30T22:25:00+00:00,https://www.alternet.org/2020/07/trumps-threat-to-the-election-is-a-distraction-but-its-also-serious/,Trump’s threat to the election is a distraction — but it’s also deadly serious,
3,2020-07-30T21:33:25+00:00,https://www.alternet.org/2020/07/trump-supporter-and-co-founder-of-the-federalist-society-says-the-presidents-latest-tweet-is-grounds-for-impeachment/,Trump supporter and co-founder of the Federalist Society says the president’s latest tweet is grounds for impeachment,
4,2020-07-30T21:08:40+00:00,https://www.alternet.org/2020/07/portland-protesters-are-no-longer-being-banned-from-demonstrations-after-arrests/,Portland protesters are no longer being banned from demonstrations after arrests,
5,2020-07-30T20:39:27+00:00,https://www.alternet.org/2020/07/dr-fauci-warned-the-trump-administration-in-2017-it-would-face-a-surprise-disease-outbreak/,Dr. Fauci warned the Trump administration in 2017 it would face a surprise disease outbreak,
6,2020-07-30T20:25:39+00:00,https://www.alternet.org/2020/07/teetering-on-the-edge-of-autocracy-trump-critics-warn-of-a-coup-in-the-making/,‘Teetering on the edge of autocracy’: Trump critics warn of a ‘coup in the making’,
7,2020-07-30T20:08:52+00:00,https://www.alternet.org/2020/07/sniveling-victims-and-temper-tantrums-conservative-torches-the-thin-skin-of-trump-supporting-crybabies/,‘Sniveling victims and temper tantrums’: Conservative torches the thin skin of Trump-supporting ‘crybabies’,
8,2020-07-30T19:44:42+00:00,https://www.alternet.org/2020/07/trump-compulsively-adds-to-americas-anxiety-levels-and-we-all-need-relief/,Trump compulsively adds to America’s anxiety levels — and we all need relief,
9,2020-07-30T19:23:48+00:00,https://www.alternet.org/2020/07/government-watchdog-finds-strong-indicators-of-widespread-fraud-in-crucial-economic-recovery-program/,Government watchdog finds ‘strong indicators of widespread fraud’ in crucial economic recovery program,
0,2020-07-30T18:44:41+00:00,https://www.alternet.org/2020/07/barack-obama-calls-out-trump-and-gops-brutal-crackdowns-and-voter-suppression-in-powerful-john-lewis-eullogy/,Barack Obama calls out Trump and GOP’s brutal crackdowns and voter suppression in powerful John Lewis eulogy,
1,2020-07-30T17:40:46+00:00,https://www.alternet.org/2020/07/hundreds-of-doctors-urge-iowa-governor-to-mandate-masks-statewide-as-cases-rise/,Hundreds of doctors urge Iowa governor to mandate masks statewide as coronavirus cases rise,
2,2020-07-30T17:30:32+00:00,https://www.alternet.org/2020/07/florida-newspaper-begs-ron-desantis-for-help-as-ravages-the-sunshine-state-were-dying-here/,Florida newspaper begs Ron DeSantis for help as coronavirus ravages the Sunshine State: ‘We’re dying here’,
3,2020-07-30T17:07:29+00:00,https://www.alternet.org/2020/07/gop-slammed-for-playing-with-the-lives-of-30-million-people-as-economic-recovery-sputters-and-benefits-expire/,GOP slammed for ‘playing with the lives of 30 million people’ as economic recovery sputters and benefits expire,
4,2020-07-30T16:43:42+00:00,https://www.alternet.org/2020/07/not-answering-any-questions-gop-senator-in-tough-re-election-punts-on-trumps-suggestion-to-delay-election-as-others-dismiss-idea/,‘Not answering any questions’: GOP senator in tough re-election punts on Trump’s suggestion to delay election as others dismiss idea,
5,2020-07-30T16:00:56+00:00,https://www.alternet.org/2020/07/right-wing-pro-trump-group-deletes-tweet-mocking-leftists-for-wearing-protective-masks-after-co-founder-dies-from-19/,Right-wing pro-Trump group deletes tweet mocking ‘leftists’ for wearing protective masks after co-founder dies from COVID-19,
6,2020-07-30T15:09:00+00:00,https://www.alternet.org/2020/07/susan-collins-insists-she-hasnt-changed-after-lincoln-project-ad-labels-her-a-trump-stooge/,Susan Collins insists she hasn’t ‘changed’ after Lincoln Project ad labels her a ‘Trump stooge’,
7,2020-07-30T14:38:09+00:00,https://www.alternet.org/2020/07/herman-cain-from-at-74/,Herman Cain dead from coronavirus at 74,
8,2020-07-30T14:26:39+00:00,https://www.alternet.org/2020/07/top-political-editor-at-fox-news-trump-asking-to-delay-election-a-flagrant-expression-of-his-weakness/,Fox News analyst slams Trump’s desperate election tweet as a sign of his ‘weakness’,
9,2020-07-30T14:05:37+00:00,https://www.alternet.org/2020/07/straight-out-of-the-authoritarian-playbook-experts-reject-trumps-buffoonish-call-to-delay-the-election/,‘Straight out of the authoritarian playbook’: Experts reject Trump’s ‘buffoonish’ call to ‘delay the election’,
0,2020-07-30T13:54:24+00:00,https://www.alternet.org/2020/07/there-is-something-to-learn-from-texas-but-its-not-what-fox-news-wants-you-to-believe/,There is something to learn from Texas — but it’s not what Fox News wants you to believe,
1,2020-07-30T13:35:19+00:00,https://www.alternet.org/2020/07/reporter-inundated-with-flood-of-e-mails-from-gop-staffers-who-were-forced-to-work-without-face-masks/,Reporter inundated with ‘flood’ of e-mails from GOP staffers who were forced to work without face masks,
2,2020-07-30T13:30:34+00:00,https://www.alternet.org/2020/07/rep-john-lewis-in-final-message-in-the-last-days-and-hours-of-my-life-you-inspired-me/,Rep. John Lewis in final message: ‘In the last days and hours of my life you inspired me’,
3,2020-07-30T13:16:27+00:00,https://www.alternet.org/2020/07/theres-a-reason-why-republicans-are-pushing-hydroxychloroquine-again-and-its-ugly/,There’s a reason why Republicans are pushing hydroxychloroquine again — and it’s ugly,
4,2020-07-30T13:09:07+00:00,https://www.alternet.org/2020/07/donald-trump-just-floated-delaying-the-2020-election/,Donald Trump just floated delaying the 2020 election,
5,2020-07-30T12:59:04+00:00,https://www.alternet.org/2020/07/this-is-one-total-failure-by-donald-trump-that-is-actually-good-for-the-united-states/,This is one total failure by Donald Trump that is actually good for the United States,
6,2020-07-30T12:57:03+00:00,https://www.alternet.org/2020/07/as-mental-health-professionals-we-cannot-remain-silent-trumps-authoritarian-presidency-is-a-national-emergency/,"As mental health professionals, we cannot remain silent: Trump’s authoritarian presidency is a national emergency",
7,2020-07-30T12:49:27+00:00,https://www.alternet.org/2020/07/how-larry-king-got-duped-into-starring-in-chinese-propaganda/,How Larry King got duped into starring in Chinese propaganda,
