0,Published,Link,Title,Snippet
6,,https://www1.cbn.com/cbnnews/politics/2020/july/crime-wave-trump-accuses-liberal-mayors-of-waging-war-on-innocent-americans,,
7,,https://www1.cbn.com/cbnnews/2020/july/trump-denies-federal-aid-to-minnesota-after-democrats-failed-to-stop-rioting,,
8,,https://www1.cbn.com/cbnnews/politics/2020/july/president-trump-commutes-prison-sentence-of-roger-stone,,
9,,https://www1.cbn.com/cbnnews/us/2020/july/this-dark-cloud-is-hanging-over-religious-liberty-after-the-latest-supreme-court-term,This Dark Cloud Is Hanging Over Religious Liberty After the Latest Supreme Court Term,
0,,https://www1.cbn.com/cbnnews/politics/2020/july/exclusive-dr-deborah-birx-tells-news-3-drugs-to-fight-covid-19-in-final-human-trials,,
1,,https://www1.cbn.com/cbnnews/politics/2020/july/historically-accurate-election-model-predicts-2020-result-of-trump-vs-biden,,
2,,https://www1.cbn.com/cbnnews/politics/2020/july/supreme-court-rules-against-trump-says-manhattan-da-can-obtain-his-tax-records,"Supreme Court Won't Let Congress Have Trump Financials, but Manhattan DA Can See His Taxes",
3,07-08-2020,https://www1.cbn.com/cbnnews/2020/july/ilhan-omar-demands-lsquo-dismantling-rsquo-of-american-economic-political-system,"Ilhan Omar Demands ‘Dismantling’ of American Economic, Political System",
4,07-08-2020,https://www1.cbn.com/cbnnews/us/2020/july/supreme-court-says-employers-cant-be-forced-to-violate-their-pro-life-religious-beliefs,Supreme Court Says Employers Can't Be Forced to Violate Their Pro-Life Religious Beliefs,
5,07-07-2020,https://www1.cbn.com/cbnnews/politics/2020/july/we-want-our-schools-open-trump-pushes-for-schools-to-reopen-this-fall-cdc-director-agrees,"'We Want Our Schools Open': Trump Pushes for Fall Reopening, CDC Director Agrees",
6,07-03-2020,https://www1.cbn.com/cbnnews/politics/2020/july/new-poll-reveals-trump-still-has-strong-evangelical-support-and-that-could-seal-his-reelection,"New Poll Reveals Trump Still Has Strong Evangelical Support, and That Could Seal His Reelection",
7,07-02-2020,https://www1.cbn.com/cbnnews/2020/july/gop-senators-propose-dropping-columbus-day-and-adding-juneteenth-to-mark-americas-2nd-independence-day,GOP Senators Propose Dropping Columbus Day and Adding Juneteenth to Mark 'America's 2nd Independence Day',
8,06-30-2020,https://www1.cbn.com/cbnnews/us/2020/june/john-roberts-big-abortion-flip-flop-and-clarence-thomas-scorching-rebuke-of-roe,John Roberts' Big Abortion Flip-Flop and Clarence Thomas' Scorching Rebuke of Roe,
9,06-29-2020,https://www1.cbn.com/cbnnews/politics/2020/june/republicans-and-democrats-call-white-power-video-shared-by-trump-indefensible,"White House Says Trump Didn't Know It Was a 'White Power' Video, Republicans & Dems Say Still 'Indefensible'",
0,,https://www1.cbn.com/cbnnews/us/2020/june/supreme-court-strikes-down-louisiana-abortion-law-that-was-meant-to-protect-womens-health,,
1,,https://www1.cbn.com/cbnnews/politics/2020/june/trump-takes-big-step-to-protect-americas-monuments-as-vandals-rampage-against-them,,
2,,https://www1.cbn.com/cbnnews/politics/2020/june/trump-slams-biden-for-saying-120-million-dead-from-covid-in-us-biden-jabs-hes-like-a-child,,
3,,https://www1.cbn.com/cbnnews/politics/2020/june/for-every-positive-test-cdc-says-10-more-are-infected-as-new-covid-hotspots-emerge-nbsp,,
4,,https://www1.cbn.com/cbnnews/politics/2020/june/gop-sen-scott-scorches-democrats-for-blocking-police-reform-abusing-their-monopoly-on-black-voters,"GOP Sen. Scott Scorches Democrats for Blocking Police Reform, Abusing Their 'Monopoly' on Black Voters",
5,06-24-2020,https://www1.cbn.com/cbnnews/politics/2020/june/bipartisan-group-of-senators-works-to-boost-tax-breaks-for-people-who-give-to-charities,Bipartisan Group of Senators Works to Boost Tax Breaks for People Who Give to Charities,
6,06-24-2020,https://www1.cbn.com/cbnnews/2020/june/whatever-happened-to-trumps-big-tulsa-rally-tv-stats-are-out-and-theyre-huge,"Whatever Happened to Trump's Big Tulsa Rally? TV Stats Are Out, and They're Huge",
7,06-24-2020,https://www1.cbn.com/cbnnews/politics/2020/june/dems-block-sen-scotts-police-reform-bill-republicans-blast-the-left-they-would-like-us-to-fight-a-new-civil-war,"'They Would Like Us to Fight a New Civil War': GOP Frustrated, Dems Block Sen. Scott's Police Reform Bill",
8,06-23-2020,https://www1.cbn.com/cbnnews/politics/2020/june/trump-visits-border-wall-in-arizona-to-mark-200th-mile-of-construction,Trump Visits Border Wall in Arizona to Mark 200th Mile of Construction,
9,06-23-2020,https://www1.cbn.com/cbnnews/2020/june/as-rioters-try-to-destroy-andrew-jackson-statue-near-white-house-trump-threatens-prison-time-for-monument-vandals,"As Rioters Try to Destroy Andrew Jackson Statue Near White House, Trump Threatens Prison Time for Monument Vandals",
0,,https://www1.cbn.com/cbnnews/politics/2020/june/president-trump-ramps-up-2020-message-to-evangelicals-says-biden-will-destroy-pro-life-movement,,
1,,https://www1.cbn.com/cbnnews/2020/june/exclusive-interview-with-president-trump-they-were-spying-on-my-campaign,,
2,,https://www1.cbn.com/cbnnews/2020/june/exclusive-president-trump-on-ben-carson-evangelicals-and-the-silent-majority,,
3,,https://www1.cbn.com/cbnnews/politics/2020/june/supreme-court-still-has-these-major-rulings-coming-on-abortion-and-religious-rights,,
4,,https://www1.cbn.com/cbnnews/2020/june/exclusive-president-trumps-response-to-john-boltons-book,EXCLUSIVE: President Trump's Response to John Bolton's Book,
5,06-22-2020,https://www1.cbn.com/cbnnews/2020/june/exclusive-interview-with-president-trump-running-against-joe-biden-and-record-number-of-pro-life-judges,EXCLUSIVE Interview with President Trump: Running Against Joe Biden and a Record Number of Pro-Life Judges,
6,06-19-2020,https://www1.cbn.com/cbnnews/politics/2020/june/trump-rally-pushes-forward-despite-spike-in-covid-19-cases,Trump Rally Pushes Forward Despite Spike in COVID-19 Cases,
7,06-19-2020,https://www1.cbn.com/cbnnews/politics/2020/june/senate-republicans-block-so-called-equality-act-that-guts-religious-freedom,Senate Republicans Block So-Called 'Equality Act' That 'Guts' Religious Freedom,
8,06-19-2020,https://www1.cbn.com/cbnnews/politics/2020/june/the-story-behind-juneteenth-essentially-slavery-ended-on-that-day,The Story Behind Juneteenth: 'Essentially Slavery Ended on That Day',
9,06-18-2020,https://www1.cbn.com/cbnnews/politics/2020/june/race-baiting-did-sen-durbin-seriously-use-a-painful-racial-term-to-slam-token-effort-by-sen-tim-scott,'Race-Baiting': Did Sen. Durbin Seriously Use a Painful Racial Term to Slam 'Token' Effort by Sen. Scott?,
0,,https://www1.cbn.com/cbnnews/politics/2020/june/lankford-takes-senate-to-church-for-a-bible-lesson-on-gods-rejection-of-racism-every-tribe-every-nation,,
1,,https://www1.cbn.com/cbnnews/politics/2020/june/white-house-shoots-down-explosive-claims-in-new-bolton-memoir,,
2,,https://www1.cbn.com/cbnnews/politics/2020/june/us-religious-freedom-commission-calls-out-turkey-for-going-after-religious-minorities-in-iraq-and-syria,,
3,,https://www1.cbn.com/cbnnews/politics/2020/june/sen-mcsally-urges-police-to-step-in-and-stop-excessive-force-tells-americans-not-to-live-in-fear-of-covid-19,"Sen. McSally Urges Police to 'Step in and Stop' Excessive Force, Tells Americans Not to 'Live in Fear' of COVID-19",
4,06-17-2020,https://www1.cbn.com/cbnnews/politics/2020/june/gop-calls-for-police-accountability-in-senate-justice-act-but-can-democrats-and-republicans-agree,"GOP Calls for Police Accountability in Senate Justice Act, but Can Democrats and Republicans Agree?",
5,06-16-2020,https://www1.cbn.com/cbnnews/politics/2020/june/president-trumps-executive-order-on-police-reform-bans-chokeholds-as-a-tactic,"President Trump's Executive Order on Police Reform, Bans Chokeholds as a Tactic",
6,06-13-2020,https://www1.cbn.com/cbnnews/politics/2020/june/trump-reschedules-campaign-rally-after-juneteenth-uproar,Trump Reschedules Campaign Rally After Juneteenth Uproar,
7,06-11-2020,https://www1.cbn.com/cbnnews/politics/2020/june/as-trump-and-biden-hit-the-campaign-trail-amid-pandemic-juneteenth-flap-emerges,"As Trump and Biden Hit the Campaign Trail Amid Pandemic, Juneteenth Flap Emerges",
8,06-11-2020,https://www1.cbn.com/cbnnews/2020/june/judiciary-committee-oks-dozens-of-subpoenas-on-origins-of-obama-era-operation-crossfire-hurricane,Judiciary Committee OK's Dozens of Subpoenas on Origins of Obama-Era Operation 'Crossfire Hurricane',
9,06-10-2020,https://www1.cbn.com/cbnnews/2020/june/george-floyds-brother-urges-congress-to-make-law-enforcement-the-solution-and-not-the-problem,George Floyd's Brother Urges Congress to 'Make Law Enforcement The Solution and Not The Problem',
0,,https://www1.cbn.com/cbnnews/politics/2020/june/this-mideast-quest-offers-a-key-to-saving-christianity-from-harsh-islamic-ideology-and-genocide,,
1,,https://www1.cbn.com/cbnnews/politics/2020/june/the-private-prison-problem-something-morally-repugnant-about-paying-cash-to-put-people-in-cages,,
2,,https://www1.cbn.com/cbnnews/2020/june/trumps-maga-rallies-are-about-to-make-a-comeback-very-soon,,
3,,https://www1.cbn.com/cbnnews/politics/2020/june/covid-19-shutdown-helped-shove-us-into-a-recession,COVID-19 Shutdown Helped Shove US into a Recession,
4,06-09-2020,https://www1.cbn.com/cbnnews/politics/2020/june/criminalization-crisis-from-lockdowns-to-george-floyds-death-your-freedom-is-seriously-at-risk,Criminalization Crisis: Why Your Freedom Is Seriously at Risk,
5,06-09-2020,https://www1.cbn.com/cbnnews/politics/2020/june/with-a-huge-lead-in-the-presidential-race-biden-joins-trump-in-saying-dont-defund-police,Biden and Trump Agree on One Thing: 'Don't Defund Police',
6,06-08-2020,https://www1.cbn.com/cbnnews/politics/2020/june/we-have-a-whole-battery-of-wrong-doing-here-will-more-witnesses-testify-in-senates-probe-of-operation-crossfire-hurricane,'We Have a Whole Battery of Wrongdoing Here': Will More Witnesses Testify in Senate's Probe of Operation Crossfire Hurricane?,
7,06-06-2020,https://www1.cbn.com/cbnnews/politics/2020/june/biden-formally-clinches-democratic-presidential-nomination,Biden Formally Clinches Democratic Presidential Nomination,
8,06-04-2020,https://www1.cbn.com/cbnnews/politics/2020/june/us-goes-after-chinas-concentration-camps-and-cultural-genocide-against-uyghurs-nbsp,US Goes After China's Concentration Camps and 'Cultural Genocide' Against Uyghurs ,
9,06-04-2020,https://www1.cbn.com/cbnnews/politics/2020/june/justice-dept-to-news-george-floyd-case-is-very-disturbing-and-a-top-priority,Justice Dept to CBN News: George Floyd Case Is 'Very Disturbing' and a Top Priority,
0,,https://www1.cbn.com/cbnnews/politics/2020/june/rosenstein-testifies-he-wouldnt-have-approved-fisa-warrant-for-carter-page-knowing-what-he-knows-now,,
1,,https://www1.cbn.com/cbnnews/politics/2020/june/republicans-oust-controversial-long-term-congressman-steve-king-in-primary,,
2,,https://www1.cbn.com/cbnnews/politics/2020/june/falwell-apologizes-for-tweet-that-included-racist-photo-from-va-gov-northams-medical-school-yearbook,Falwell Apologizes for Tweet that Included Racist Photo from VA Gov. Northam's Medical School Yearbook,
3,06-02-2020,https://www1.cbn.com/cbnnews/israel/2020/june/trump-visits-torched-st-johns-church-as-riots-rage-on,Trump Visits Torched St. John's Church as Riots Rage On,
4,05-29-2020,https://www1.cbn.com/cbnnews/2020/may/complete-victory-for-people-of-faith-il-gov-drops-mandates-placed-on-churches,'Complete Victory for People of Faith': IL Gov. Drops Mandates Placed on Churches,
5,05-29-2020,https://www1.cbn.com/cbnnews/politics/2020/may/trump-vs-twitter-the-president-pushes-back-as-conservatives-say-social-media-is-weaponized-against-them,Trump vs. Twitter: The President Pushes Back as Conservatives Say Social Media Is 'Weaponized' Against Them,
6,05-28-2020,https://www1.cbn.com/cbnnews/politics/2020/may/trump-to-sign-executive-order-targeting-bias-from-social-media-companies,Trump Signs Executive Order Targeting Bias from Social Media Companies,
7,05-27-2020,https://www1.cbn.com/cbnnews/us/2020/may/i-believe-god-put-me-in-this-place-for-a-purpose-new-wh-press-secretary-on-faith-love-of-country-and-overcoming-adversity,"'I Believe God Put Me in This Place for a Purpose': New WH Press Secretary on Faith, Love of Country, and Overcoming Adversity",
8,05-27-2020,https://www1.cbn.com/cbnnews/politics/2020/may/would-more-congressional-aid-be-an-incentive-for-workers-not-to-go-back,"Jobless Claims Rise Another 2.1M, Death Toll Reaches 100,000, but Is More Congressional Aid Really the Answer?",
9,05-26-2020,https://www1.cbn.com/cbnnews/politics/2020/may/trump-in-a-showdown-with-nc-governor-over-republican-national-convention,Trump in a Showdown with NC Governor Over Republican National Convention,
0,,https://www1.cbn.com/cbnnews/politics/2020/may/president-trump-tells-governors-allow-churches-and-places-of-worship-to-open-right-now,,
1,,https://www1.cbn.com/cbnnews/politics/2020/may/sen-tim-scott-fires-back-after-biden-says-you-aint-black-if-you-vote-for-trump,,
2,,https://www1.cbn.com/cbnnews/politics/2020/may/cdc-expect-another-round-of-infections-this-fall-trump-were-not-closing-our-country,CDC: Expect Another Round of Infections This Fall - Trump: 'We're Not Closing Our Country',
3,05-21-2020,https://www1.cbn.com/cbnnews/politics/2020/may/trump-says-he-plans-to-take-a-strong-position-on-churches-re-opening-nbsp,Trump Says He Plans to Take a Strong Position on Churches Re-Opening ,
4,05-21-2020,https://www1.cbn.com/cbnnews/politics/2020/may/senate-committee-oks-subpoena-for-hunter-biden-to-testify-about-ukraine,Senate Committee OKs Subpoena for Hunter Biden to Testify About Ukraine,
5,05-21-2020,https://www1.cbn.com/cbnnews/politics/2020/may/mail-in-voting-easier-or-a-recipe-for-widespread-fraud,"Mail-in Voting: Easier, or a Recipe for Widespread Fraud?",
6,05-20-2020,https://www1.cbn.com/cbnnews/politics/2020/may/white-house-press-secretary-kayleigh-mcenany-says-she-answers-to-god-not-her-critics,"White House Press Secretary Kayleigh McEnany Says She Answers to God, Not Her Critics",
7,05-20-2020,https://www1.cbn.com/cbnnews/politics/2020/may/kayleigh-mcenany-on-god-and-trump-prayer-made-a-lot-of-difference-in-the-election,Kayleigh McEnany on God and Trump: 'Prayer Made a Lot of Difference in the Election',
8,05-20-2020,https://www1.cbn.com/cbnnews/politics/2020/may/white-house-press-secretary-kayleigh-mcenany-says-hydroxychloroquine-critics-are-fear-mongering,White House Press Secretary Kayleigh McEnany Says Hydroxychloroquine Critics Are 'Fear Mongering',
9,05-20-2020,https://www1.cbn.com/cbnnews/politics/2020/may/exclusive-white-house-press-secretary-kayleigh-mcenany-armed-for-battle-with-god-on-her-side,EXCLUSIVE: White House Press Secretary Kayleigh McEnany Armed for Battle with God on Her Side,
0,05-19-2020,https://www1.cbn.com/cbnnews/2020/may/exclusive-kayleigh-mcenanys-emotional-tribute-to-ravi-zacharias,EXCLUSIVE: Kayleigh McEnany's Emotional Tribute to Ravi Zacharias,
1,05-19-2020,https://www1.cbn.com/cbnnews/politics/2020/may/democrats-seek-grand-jury-evidence-in-quest-for-new-possible-impeachment-push,Democrats Seek Grand Jury Evidence in Quest for New Possible Impeachment Push,
2,05-15-2020,https://www1.cbn.com/cbnnews/politics/2020/may/house-democrats-passing-divisive-bill-that-gop-calls-a-3-trillion-left-wing-wish-list,House Democrats Pass Divisive Bill that GOP Calls 'a $3 Trillion Left-Wing Wish List',
3,05-14-2020,https://www1.cbn.com/cbnnews/politics/2020/may/ousted-whistleblower-testifies-before-house-committee-darkest-days-of-pandemic-might-still-be-ahead,Ousted Whistleblower Testifies Before House Committee: 'Darkest Days of Pandemic Might Still be Ahead',
4,05-13-2020,https://www1.cbn.com/cbnnews/politics/2020/may/new-bill-aims-to-include-larger-nonprofits-and-faith-based-groups-in-ppp-loans,New Bill Aims to Include Larger Nonprofits and Faith-Based Groups in PPP Loans,
5,05-13-2020,https://www1.cbn.com/cbnnews/politics/2020/may/judge-wont-dismiss-michael-flynn-charges-biden-and-other-obama-officials-outed-for-possible-role-in-case,"Judge Won't Dismiss Michael Flynn Charges, Biden and Other Obama Officials Outed for Possible Role in Case",
6,05-13-2020,https://www1.cbn.com/cbnnews/politics/2020/may/trump-backed-republicans-scoring-big-in-two-special-house-races-in-high-impact-races,Trump-Backed Republicans Score Big in Two Special House Races in High Impact Areas,
7,05-13-2020,https://www1.cbn.com/cbnnews/politics/2020/may/pelosis-3-trillion-whopper-gop-protests-grab-bag-of-democrats-pet-priorities,Pelosi's $3 Trillion Whopper: GOP Protests Grab Bag of Democrats' 'Pet Priorities',
8,05-12-2020,https://www1.cbn.com/cbnnews/politics/2020/may/pelosi-reveals-the-heroes-act-3t-coronavirus-aid-package-will-get-house-vote-friday,Pelosi Reveals 'The Heroes Act': $3T Coronavirus Aid Package Will Get House Vote Friday,
9,05-11-2020,https://www1.cbn.com/cbnnews/politics/2020/may/new-safety-measures-within-the-white-house-as-the-country-begins-to-reopen,New Safety Measures Within the White House as the Country Begins to Reopen,
0,,https://www1.cbn.com/cbnnews/politics/2020/may/coronavirus-in-the-white-house-is-the-president-at-risk,,
1,,https://www1.cbn.com/cbnnews/politics/2020/may/2-aides-close-to-trump-and-pence-test-positive-for-coronavirus,,
2,,https://www1.cbn.com/cbnnews/politics/2020/may/documents-reveal-mueller-probe-went-well-beyond-original-mission-to-find-russian-collusion,,
3,05-07-2020,https://www1.cbn.com/cbnnews/politics/2020/may/justice-dept-exonerates-michael-flynn-he-was-targeted-by-the-obama-administration,Justice Dept Exonerates Michael Flynn: 'He Was Targeted by the Obama Administration',
4,05-06-2020,https://www1.cbn.com/cbnnews/politics/2020/may/trump-touts-task-force-change-from-fighting-invisible-enemy-to-opening-up-the-country,Trump Touts Task Force Change from Fighting Invisible Enemy to Opening Up the Country,
5,05-05-2020,https://www1.cbn.com/cbnnews/2020/may/reduce-the-fear-former-sen-jim-demint-thinks-states-should-lift-lockdown-cautiously-re-open-americas-economy,"Is the Lockdown Now About 'Politics, Power, and the 2020 Election'? Why Sen. Jim DeMint Says It's Time to Reopen",
6,05-05-2020,https://www1.cbn.com/cbnnews/politics/2020/may/how-trillions-in-new-debt-will-affect-americans-after-the-pandemic-we-havent-seen-this-before,How Trillions in New Debt Will Affect Americans After the Pandemic: 'We Haven't Seen This Before',
7,05-05-2020,https://www1.cbn.com/cbnnews/politics/2020/may/states-trying-to-force-nuns-to-fund-abortion-pro-life-little-sisters-of-the-poor-at-supreme-court-yet-again,States Trying to Force Nuns to Fund Abortion: Pro-Life Little Sisters of the Poor at Supreme Court Yet Again,
8,05-04-2020,https://www1.cbn.com/cbnnews/politics/2020/may/tara-reade-cancels-1st-network-interview-while-powerful-democrat-women-stand-by-biden,Tara Reade Cancels 1st Network Interview While Powerful Democrat Women Stand By Biden,
9,05-01-2020,https://www1.cbn.com/cbnnews/politics/2020/may/mike-huckabee-on-covid-19s-impact-on-religious-freedom-elections-and-the-role-of-faith-in-all-of-it,"Mike Huckabee on COVID-19's Impact on Religious Freedom, Elections and the Role of Faith in All of It",
0,05-01-2020,https://www1.cbn.com/cbnnews/2020/may/i-think-hes-exonerated-will-trump-bring-michael-flynn-back-into-his-administration,'I Think He's Exonerated': Will Trump Bring Michael Flynn Back into His Administration?,
1,05-01-2020,https://www1.cbn.com/cbnnews/politics/2020/may/protests-against-michigan-governors-lockdown-orders-erupt-at-state-capitol-ive-had-enough,Protests Against Michigan Governor's Lockdown Orders Erupt at State Capitol: 'I've Had Enough',
2,05-01-2020,https://www1.cbn.com/cbnnews/politics/2020/may/biden-finally-addresses-sexual-assault-allegation-against-him,Biden Finally Addresses Sexual Assault Allegation Against Him,
3,04-29-2020,https://www1.cbn.com/cbnnews/politics/2020/april/hillary-clintons-endorsement-of-biden-met-with-furious-response-from-rape-accuser,Hillary Clinton's Endorsement of Biden Met with Furious Response from Rape Accuser,
4,04-28-2020,https://www1.cbn.com/cbnnews/politics/2020/april/biden-offers-plan-for-dealing-with-covid-19-pandemic-remains-mute-on-assault-accusation,"Biden Offers Plan for Dealing with COVID-19 Pandemic, Remains Mute on Assault Accusation",
5,04-24-2020,https://www1.cbn.com/cbnnews/politics/2020/april/with-some-states-re-opening-lawmakers-discuss-infrastructure-package-to-help-reboot-economy,"With Some States Re-Opening, Lawmakers Discuss Infrastructure Package to Help Reboot Economy",
6,04-24-2020,https://www1.cbn.com/cbnnews/politics/2020/april/despite-covid-19-pandemic-trump-2020-campaign-is-firing-on-all-cylinders,"Despite COVID-19 Pandemic, Trump 2020 Campaign Is Firing on All Cylinders",
7,04-24-2020,https://www1.cbn.com/cbnnews/politics/2020/april/pandemic-tech-raising-red-flags-privacy-rights-are-very-difficult-to-recover-once-theyre-compromised,Pandemic Tech Raising Red Flags: Privacy Rights Are 'Very Difficult to Recover Once They're Compromised',
8,04-24-2020,https://www1.cbn.com/cbnnews/politics/2020/april/exclusive-mike-pompeo-wont-rule-out-sinister-and-coordinated-disinformation-campaign-on-coronavirus,Exclusive: Mike Pompeo Won't Rule Out Sinister and Coordinated Disinformation Campaign on Coronavirus,
9,04-24-2020,https://www1.cbn.com/cbnnews/politics/2020/april/exclusive-mike-pompeo-says-china-needs-to-come-clean-on-coronavirus,Exclusive: Mike Pompeo Says China Needs to 'Come Clean' on Coronavirus,
0,04-24-2020,https://www1.cbn.com/cbnnews/politics/2020/april/homeland-security-says-summer-heat-and-sun-kill-covid-19-white-house-offers-hope-and-caution,"Homeland Security Says Summer Heat and Sun Kill COVID-19, White House Offers Hope and Caution",
1,04-24-2020,https://www1.cbn.com/cbnnews/politics/2020/april/pompeo-to-news-china-must-be-held-accountable-for-nasty-campaign-to-deceive-the-world-on-covid-19,Pompeo to CBN News: China Must Be Held Accountable for 'Nasty' Campaign to Deceive the World on COVID-19,
2,04-23-2020,https://www1.cbn.com/cbnnews/politics/2020/april/somber-congress-delivers-nearly-500b-more-in-virus-aid,Somber Congress Delivers Nearly $500B More in Virus Aid,
3,04-23-2020,https://www1.cbn.com/cbnnews/politics/2020/april/sen-rand-paul-warns-us-debt-nearing-point-of-no-return-backs-calls-to-reopen-economy-nbsp,"Sen. Rand Paul Warns US Debt Nearing 'Point of No Return', Backs Calls to Reopen Economy ",
4,04-23-2020,https://www1.cbn.com/cbnnews/politics/2020/april/as-economic-casualties-pile-up-president-trump-calls-out-media-for-fake-news-on-cdcs-warning,"As Economic Casualties Pile Up, President Trump Calls Out Media for 'Fake News' on CDC's Warning",
5,04-22-2020,https://www1.cbn.com/cbnnews/politics/2020/april/house-prepares-to-pass-484-billion-aid-package-talks-underway-for-more-relief-help,"House Prepares to pass $484 Billion Aid Package, Talks Underway for More Relief Help",
6,04-22-2020,https://www1.cbn.com/cbnnews/politics/2020/april/social-security-and-medicare-funds-at-risk-even-before-virus,Social Security and Medicare Funds at Risk Even Before Virus,
7,04-22-2020,https://www1.cbn.com/cbnnews/politics/2020/april/new-stimulus-bill-works-through-congress-as-20-states-eye-re-opening-economies-nbsp,New Stimulus Bill Works Through Congress as 20 States Eye Re-Opening Economies ,
8,04-21-2020,https://www1.cbn.com/cbnnews/politics/2020/april/senate-approves-500b-virus-aid-deal-sends-to-house,Senate Approves $500B Virus Aid Deal; Sends to House,
